Category,Message
spam,hello orange 1 month free access game news sport plus 10 free text 20 photo message reply yes term apply wwworangecoukow
ham,complete degree use joining finance
ham,good afternoon love job prospect miss lazy bleak hmmm happy fill love
ham,shant disturb u anymore jia
ham,bishan lar nearer need buy early co buy get ta park car
ham,dont know oh
ham,dude sux snake get old raiden get buff
ham,say hi get as back south tampa preferably kegger
ham,e msg jus u say thanks gift
ham,u
ham,ok dear call chechi
ham,yeah tote u wan na
ham,ok find dis pierre cardin one look normal cost 20 sale
ham,good sleep rhythm person establish rhythm body learn use want know
ham,wat r u
ham,message truro hospital ext phone phone side
ham,single line big meaning miss anything 4 ur best life dont miss ur best life anything gud nyt
ham,get gas money chance gang want go grand nature adventure
ham,dnt worryuse ice piece cloth packalso take 2 tablet
ham,dude saw park car sunroof pop sux
ham,get ready put excellent sub face
ham,tmrw im finish 9 door
ham,ltgt g saw day ago guy want sell wifi ltgt 3g ltgt thats blank
ham,late
ham,whatever im pretty piss
ham,today accept dayu accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy
ham,dont much image class
ham,noi get rumour go buy apartment chennai
ham,near kalainar tv officethenampet
spam,ur cashbalance currently 500 pound maximize ur cashin send go 86688 150pmsg cc 08718720201 hgsuite3422lands roww1j6hl
spam,sms auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021 hgsuite3422lands roww1j6hl
ham,si catch e show e afternoon im watch w c u wan 2 watch today tmr lor
ham,sound gd haha wah u yan jiu fast liao
ham,nosy guess idk react im freak
ham,remember hurt day satanic imposter meneed pay priceso itmay destiny keep go u say pray get mind get
ham,make girl happy difficult make girl happy u need 1 friend 2 companion 3 lover 4 chef ltgt good listener ltgt organizer ltgt good boyfriend ltgt clean ltgt sympathetic ltgt athletic ltgt warm ltgt courageous ltgt determine ltgt true ltgt dependable ltgt intelligent ltgt psychologist ltgt pest exterminator ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniye pudunga venaam
ham,princess bet brothas chase
ham,shall book chez jules half eight thats ok
ham,hhahhaahahah rofl wtf nig leonardo room something
ham,yep dereks house see sunday lt3
ham,cool let know kick around ltgt ill day
ham,sorry ill call later
ham,wonder would okay call uncle john let know thing nigeria r ltgt dollar 2years sent know strain plan pay back every dime give every dime expect anything practical something like
ham,charge transfer charge withdraw anyhow like
ham,dont search love let love find u thats call fall love bcoz u dont force u fall u know smeone hold u bslvyl
ham,4 let go bill miller
ham,love set soul fire spark flame big rawring flame xoxo
ham,somewhr someone surely make 4 u god decide perfect time make u meet dat person till den enjoy ur crush
ham,thats honeymoon outfit
ham,help propose go back tomorrow
spam,private 2003 account statement show 800 unredeemed point call 08719899230 identifier code 41685 expire 071104
ham,never blame day ur life good day give u happiness bad day give u experience essential life god blessing good morning
ham,pls confirm time collect cheque
spam,registered subscriber yr draw 4 £100 gift voucher b enter receipt correct ans next olympics txt an 80062
spam,urgent mobile number award £2000 prize guarantee call 09061790121 land line claim 3030 valid 12hrs 150ppm
ham,daddy take good care
ham,yeah probably still get ta check leo
ham,kthen special
ham,carlos take sweet time usual let know patty donewant smoke ill tell haul as
ham,ok pa nothing problem
ham,heard job im go wildlife talk tonight u want2come that2worzels wizzle whatever
ham,god pick flower dippeditinadew lovingly touch itwhichturnedinto u gift tomeandsaidthis friend 4u
ham,come hostel
ham,ok prob ill come lunch
ham,jus tell u dat ill b leave 4 shanghai 21st instead well haf time 2 meet cya
ham,freeze home yet remember kiss mom morning love think miss yet
ham,ready big day tomorrow
ham,ill probably around mu lot
ham,645
spam,rtking pro video club need help inforingtonekingcouk call 08701237397 must 16 club credit redeemable wwwringtonekingcouk enjoy
ham,thnx dude u guy 2nite
ham,sef dey laugh meanwhile hows darling anjie
ham,mm food da
ham,k make sense btw carlos difficult guy gon na smoke go pick second batch get gas
ham,u download fring app
ham,2 oz guy kinda flaky one friend interested picking ltgt worth tonight possible
ham,friend u stay fb chat
ham,fuck babe miss sooooo much wish sleep bed lonely go sleep dream love
ham,live simple loving also simple laugh simple win tooo simple simple difficult gud nte
spam,u secret admirer look 2 make contact ufind rreveal think ur specialcall 09058094599
ham,ah well confuse thing ‘
spam,500 free text msg text ok 80488 well credit account
ham,hi dear call urgnt dont know whats problem dont want work problem least tell wating reply
ham,dear ok
spam,select stay 1 250 top british hotel nothing holiday worth £350 claim call london 02072069400 bx 526 sw73ss
ham,yes princess want make happy
ham,sound like many talent would like go dinner date next week
ham,go film 2day da 6pm sorry da
ham,watch movie already xy want 2 shop im shopping w
ham,hello little party animal think id buzz friend grin remind love send naughty adore kiss
ham,yesterday go home
spam,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munsters exorcist twilight wwwgetzedcouk pobox36504w45wq 150p
ham,come life bring sun shiny warm heart put constant smile face make feel love cared
ham,shit wasnt surprise go spent evening french guy meet town fool around bit didnt let fuck
spam,0anetworks allow company bill sms responsible supplier shop give guarantee sell b g
ham,great comedycant stop laughing da
spam,freemsgfeelin kinda lnly hope u like 2 keep company jst get cam moby wan na c pictxt reply date 82242 msg150p 2rcv hlp 08712317606 stop 82242
ham,alright set text man
ham,hi theyre keen go kind feel shouldnt go tomo dont mind
ham,sleep nt feeling well
ham,u switch fone dammit
ham,india take lead
ham,ill post l8r class
ham,thts wat wright brother fly
ham,even v good somewhat event laden fill dont worry … head ok throat wreck see six
ham,u laugh really loud u talk spontaneously u dont care others feel u probably dear amp best friend goodevening dear
ham,laptop take
ham,dont file bagi work call mei tell find anything room
ham,wan early lei outside wun b home early neva mind
spam,ur chance win £250 cash every wk txt action 80608 tscs wwwmovietriviatv custcare 08712405022 1x150pwk
ham,bugis juz wat im walk home oredi ü late reply oso saw top dat like din buy r ü
ham,wish family merry x ma happy new year advance
ham,7 go ok na
ham,yes post couple pic fb there still snow outside im waking
ham,sif one good partnership go take lead
spam,rgent 2nd attempt contact uu £1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary max£7 50
ham,yeah wheres class
ham,send bec temple na
ham,arent come home class right need work shower
spam,hi ur lookin 4 saucy daytime fun wiv busty marry woman free next week chat 2 sort time 09099726429 janinexx calls£1minmobsmorelkpobox177hp51fl
ham,mostly like
ham,ü v fan
ham,dunno co v late n reach inside already ate spageddies lor e gal r laugh lor
ham,guess spend last night phase fourth dimension
ham,dad gon na call get work ask crazy question
ham,yesbut say
ham,hurt n meaningful line ever compromise everything love end love compromise everything gud mornin
ham,lmaonice 1
ham,glad see reply
spam,urgent try contact u today draw show £800 prize guarantee call 09050001295 land line claim a21 valid 12hrs
spam,monthly password wap mobsicom 391784 use wap phone pc
ham,nah dub je still buff
ham,painful word think happy tough thing earth tough act happy unspoken pain inside
ham,yeah thats fine £6 get ok
ham,lol u come idea
ham,many people seem special first sight remain special till last sight maintain till life end shjas
ham,today song dedicate day song u dedicate send ur valuable frnds first rply
ham,okay wait ah
ham,lei
ham,hi babe u r likely bed im sorry tonight really wan na see u tomorrow call 9 love xxx
ham,already squat new way walking
ham,want bold 2 bb torch
ham,cramp stop go back sleep
spam,today vodafone number end 0089my last four digit select receive £350 award number match please call 09063442151 claim £350 award
spam,free top ringtone sub weekly ringtoneget 1st week freesend subpoly 816183 per weekstop sms08718727870
ham,nan sonathaya soladha bos
ham,bring tat cd forget
spam,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr 82277 £150 sptyrone
ham,dont know im rap dude poker
ham,weightloss girl friend make loads money ebay something give thanks god
ham,gr8 see message r u leave congrats dear school wat r ur plan
ham,ü eatin later im eatin wif frens lei ü go home first
ham,finish already yar keep say mushy embarrass ok
ham,sorry man stash run dry last night cant pick sunday
ham,hai priya right doctor say pa
spam,free msg sorry service order 81303 could deliver sufficient credit please top receive service
ham,ok
ham,please ask mummy call father
ham,come room come house co house still messy haha
ham,lose 10 kilo today
ham,taste fish curry p
ham,might accidant tookplace somewhere ghodbandar rd traffic move slovely plz slip amp dont worry
ham,yun ahnow ü wkg wherebtw ü go nus sc ü wana specialise wad
ham,yes one woman man please tell like dislike bed
ham,test earlier appreciate call tomorrow
ham,hows loverboy keep come queen hmmm doesnt ache speak miss desparately
ham,u meet fren dun wan meet ah muz b guy rite
ham,promise though havent even get dinner yet
ham,get back dislike bed
ham,turn stereo love mi phone unknown album
spam,hard live 121 chat 60pmin choose girl connect live call 09094646899 cheap chat uks big live service vu bcm1896wc1n3xx
ham,yeah dont see
ham,ask u knw nt may ur frnds classmate
ham,sorry earlier put firesare around talk 9 actually life lol
spam,wow boys r back take 2007 uk tour win vip ticket prebook vip club txt club 81303 trackmarque ltd infovipclub4u
ham,missionary hook doggy hook stand
ham,u good go sleep dun disturb u liao u wake msg lor
ham,fight world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose
ham,watch house – entertain – get whole hugh laurie thing – even stick – indeed especially stick
ham,thought praps mean another one goodo ill look tomorrow
ham,hi jon pete ive bin 2 spain recently hav sum dinero leave bill say u ur rents mayb interested hav 12000pes around £48 tb james
ham,bold 2 ltgt
ham,know shall speak ltgt minute
ham,alrite hunnywot u 2 2nite didnt end goin town jus da pub instead jus chillin da mo bedroomlove jen xxx
ham,go project centre
ham,per request maangalyam alaipayuthe set callertune caller press 9 copy friend callertune
ham,lol yeah point guess
ham,project w frens lor
ham,lol well quality aint bad aint complaining
ham,k happen tonight
spam,hi mandy sullivan call hotmix fmyou choose receive £500000 easter prize drawplease telephone 09041940223 claim 290305 prize transfer someone else
ham,think go finns come
ham,tire special
ham,come tomorrow di
ham,cant pick phone right pls send message
ham,k go sleep well take rest
